timestamp,user_id,stress_level,recommended_activity,reward,view_time,view_count,novelty_bonus,interest_score
1773305453.4428654,2,0.24,0.08897475061322535,4,1,16.629963806842646,4,0.3433962199669782,0.7
1773305453.587862,4,0.54,0.4115627051119848,4,1,10.19978194504651,1,0.33257760440207357,0.7
1773305453.6860554,2,0.24,0.054286130610242234,3,2,34.134671847921624,2,0.38772683215878995,0.7
1773305453.7951384,3,0.32,0.12527876655834497,4,2,32.46450490117463,2,0.4449837537191118,0.7
1773305453.9054456,2,0.42,0.34345880842693616,3,2,13.266665256059294,1,0.3524555441221776,0.7
1773305454.0147443,1,0.77,0.6260509492487921,3,2,36.9213434116093,4,0.3921833430810626,0.7
1773305454.1053357,1,0.59,0.4877718267869422,4,1,16.035373494032015,4,0.34218564926951206,0.7
1773305454.2103584,4,0.73,0.5726937477943589,4,1,23.487303503885617,2,0.3548533839747347,0.7
1773305454.3076336,2,0.42,0.319869520051446,5,1,14.83695523742479,4,0.4001788458888098,0.7
1773305454.4347146,1,0.47,0.28523389297909985,3,1,31.097487908294234,4,0.3076605939954178,0.7
1773305454.5356078,4,0.34,0.15477393230669328,4,1,34.228445976159975,1,0.37288092726488653,0.7
1773305454.6262197,5,0.28,0.21640086732375738,3,2,32.248461126172245,4,0.38403363130733015,0.7
1773305454.716835,1,0.44,0.3344368363854829,4,2,20.81481408899667,1,0.42516639105125975,0.7
1773305454.806712,2,0.8,0.7384358310819652,4,1,16.98512628685709,3,0.34358558257155963,0.7
1773305454.9060516,4,0.43,0.2415975199382922,5,2,39.8826541050218,4,0.5173189013353141,0.7
1773305455.0122752,1,0.51,0.3124715697473576,3,2,38.54675301902492,3,0.3951334663011784,0.7
1773305455.124044,1,0.5,0.36241755955874494,3,2,34.299310229400625,3,0.38778463803098673,0.7
1773305455.2203543,2,0.24,0.04514318735954925,5,1,25.07725039833727,1,0.41767227298744414,0.7
1773305455.3230762,4,0.25,0.05643612897720385,3,1,38.42513668666032,1,0.3199129318973698,0.7
1773305455.4174013,1,0.45,0.2583652132730659,4,1,15.343422497926692,2,0.341434727370149,0.7
1773305455.539037,1,0.25,0.11369978556381069,5,1,11.104190495361633,3,0.3941203351238989,0.7
1773305455.65894,3,0.63,0.5046769396127571,5,2,29.85000882566724,3,0.500313968481188,0.7
1773305455.7491822,5,0.46,0.2675475793137681,4,2,17.504828617706632,3,0.4200407502559324,0.7
1773305455.8402648,2,0.23,0.13158355826831689,4,1,18.959264714105817,4,0.34704164851130226,0.7
1773305455.957925,1,0.76,0.5944059166419684,5,2,16.3611327002303,1,0.47801372787549495,0.7
1773305456.0581553,4,0.67,0.5168931583054224,4,1,18.838902525314627,4,0.34708715166314996,0.7
1773305456.1819105,1,0.35,0.28575722651430807,3,2,26.77160276386823,2,0.374908430420466,0.7
1773305456.2755656,4,0.45,0.2794306232475554,4,2,35.799616639227764,4,0.45043358992743227,0.7
1773305456.3699489,3,0.77,0.6624873239459872,5,1,21.846214175157158,1,0.41189416400083834,0.7
1773305456.4919543,3,0.66,0.48106189930458565,5,1,27.502307523660974,4,0.42164240065923103,0.7
1773305456.5810401,4,0.8,0.6512771052343713,5,1,15.122515672221725,1,0.40087344581348155,0.7
1773305456.6834824,5,0.79,0.7321330163103371,4,1,18.623788710106986,1,0.3463000492767818,0.7
1773305456.7746086,5,0.39,0.21614400963689018,4,2,17.690986551248542,3,0.4202673295420482,0.7
1773305456.865819,3,0.31,0.1792550916545259,3,1,29.395811836990536,4,0.3045813718158722,0.7
1773305456.9861925,2,0.21,0.11842957588113656,4,2,34.789970281402994,2,0.4483953507108732,0.7
1773305457.075494,1,0.39,0.2527051470110417,3,2,34.24899120231934,2,0.38769947884231587,0.7
1773305457.188452,2,0.55,0.43396393569992314,3,2,13.576799816631873,3,0.3531501619837368,0.7
1773305457.3051834,2,0.6,0.43623396574471135,3,1,13.118907612881134,2,0.27760179317561734,0.7
1773305457.39808,2,0.64,0.5644560054533432,5,2,19.43385334985902,4,0.4827297035585583,0.7
1773305457.5439963,1,0.34,0.26840593320312944,5,1,14.772971824049634,2,0.3999437930073353,0.7
1773305457.642643,2,0.43,0.37199690321483536,4,2,28.622677789192497,2,0.43796547691752075,0.7
1773305457.7509573,3,0.29,0.22404740890418404,3,2,11.476195704274662,2,0.3494237795003889,0.7
1773305457.9011638,3,0.35,0.2822736508483308,5,1,39.701244401507886,4,0.4414735092403623,0.7
1773305458.0293736,4,0.49,0.32076468606466246,3,1,24.589171664108843,2,0.29674351168622376,0.7
1773305458.1489053,2,0.79,0.6249112407488371,5,2,21.27609790732197,4,0.4862030625955002,0.7
1773305458.2528827,4,0.62,0.48530114007926395,4,1,10.732200045569781,1,0.3334931449455929,0.7
1773305458.3564928,5,0.76,0.584586680853526,5,1,30.482034366106106,1,0.426592750546336,0.7
1773305458.4670155,4,0.5,0.41573861591565503,5,2,28.281362011245495,1,0.49751477958045537,0.7
1773305458.573601,2,0.65,0.4588165841252523,4,2,38.53085721593196,1,0.45507842073132293,0.7
1773305458.6953235,4,0.27,0.12866672163671233,5,2,23.443740405064194,4,0.4897089004277418,0.7
1773305458.7856054,3,0.34,0.21212895973017626,3,1,34.51543906537802,3,0.31310115145684425,0.7
1773305458.878031,1,0.76,0.6511509291656172,5,2,29.62002080866439,1,0.49985652216652865,0.7
1773305458.989116,4,0.58,0.3916331647441095,5,1,29.05452174240029,4,0.42427185366265197,0.7
1773305459.080132,3,0.37,0.26416830410800407,5,2,16.299167703867226,3,0.47764152213795935,0.7
1773305459.1710413,4,0.36,0.1668328969198582,5,2,20.623750410193253,4,0.48524216931418274,0.7
1773305459.271958,5,0.74,0.6054981424156438,5,1,13.831478038575423,1,0.3986577217567553,0.7
1773305459.3759022,5,0.73,0.6728204647949835,5,2,24.34458170081851,4,0.4908316107431201,0.7
1773305459.4716423,5,0.57,0.40336314458010264,4,1,10.265138464144131,4,0.3328584299562964,0.7
1773305459.569446,5,0.74,0.5859317489187883,3,2,10.967723757314968,3,0.3489728467253904,0.7
1773305459.6611447,2,0.37,0.26592502099713944,5,1,25.008085296246872,2,0.4171484795659243,0.7
1773305459.7741883,3,0.33,0.2001619131876381,3,2,19.99902703007463,3,0.36391598310744666,0.7
1773305459.8683488,3,0.58,0.4577451426590321,4,1,32.691926287911485,3,0.37003669067122014,0.7
1773305459.9622426,3,0.72,0.5668590452206845,4,1,34.568933924501614,4,0.37330402417067626,0.7
1773305460.074824,4,0.46,0.2995101066378535,3,1,11.188238438471682,2,0.27436926858424915,0.7
1773305460.1681948,5,0.26,0.1870694345636813,3,2,25.305556398850364,3,0.3725041148758807,0.7
1773305460.2770903,5,0.42,0.28083569081294696,3,2,27.674979631578584,3,0.37675120544397267,0.7
1773305460.394435,5,0.25,0.1984173541000059,3,2,33.204693406241674,4,0.38557327758361937,0.7
1773305460.5136468,2,0.38,0.27590706628264355,4,1,35.14578003944654,1,0.3740447182674723,0.7
1773305460.6192732,4,0.34,0.2369717606473387,3,1,32.078302767512014,1,0.30892746502294033,0.7
1773305460.7182686,4,0.21,0.014625958850645243,5,2,30.177513669109572,4,0.5011750393003547,0.7
1773305460.8248496,2,0.68,0.6068602583389819,5,2,18.481184510887424,1,0.48113110302228695,0.7
1773305460.933148,2,0.7,0.6152371831370788,3,1,19.885300796154922,2,0.2885236006694747,0.7
1773305461.0259073,2,0.54,0.4787445778870116,3,2,35.71746156230104,1,0.3898047520033435,0.7
1773305461.1176922,2,0.56,0.40847743149788607,4,2,11.963648758959211,4,0.4106212661565249,0.7
1773305461.2308686,2,0.65,0.5852112643102306,4,1,37.980929950569646,4,0.37859309922822004,0.7
1773305461.331878,5,0.66,0.4666419321176205,3,1,17.119805098607383,1,0.2844031198031497,0.7
1773305461.422979,3,0.58,0.45034865546134467,3,1,17.309374158855363,3,0.2844323879818495,0.7
1773305461.5399272,2,0.55,0.40679786889179465,3,2,27.88713978937299,3,0.37712297590560856,0.7
1773305461.632245,1,0.3,0.11595413141937727,5,2,35.67750171696757,2,0.5102907092702254,0.7
1773305461.7257345,5,0.76,0.6383610036159357,4,2,28.765034731734307,1,0.43848910003661884,0.7
1773305461.8176415,5,0.75,0.6840470891928723,3,2,15.961834414309273,4,0.35689984545581416,0.7
1773305461.9251194,4,0.74,0.5967065693052793,3,2,11.463359972042296,3,0.3497504203915301,0.7
1773305462.0183036,3,0.61,0.48242632348495007,4,1,10.074478383350598,3,0.33236487884990207,0.7
1773305462.1294675,1,0.39,0.24748126990869118,4,1,18.142304996999506,3,0.34587850928041003,0.7
1773305462.2385576,1,0.28,0.11604858970182641,4,1,34.72741669951237,3,0.3736168091788624,0.7
1773305462.329895,4,0.75,0.6348226681734532,3,1,38.49983299535997,2,0.3196846863188194,0.7
1773305462.529414,1,0.32,0.1246755442427449,5,2,14.306502085529841,1,0.4747231301934574,0.7
1773305462.6665154,5,0.28,0.11080043783081905,3,2,26.445366223521784,4,0.3748370084022976,0.7
1773305462.7577722,3,0.37,0.1741889574811908,3,1,19.47806856773987,1,0.2883445973042344,0.7
1773305462.850673,5,0.58,0.4448879451822589,5,2,26.303821128052785,4,0.4944477061267678,0.7
1773305462.9684947,4,0.55,0.418523534148886,5,2,38.451813095172554,4,0.514677999254951,0.7
1773305463.0707648,2,0.22,0.08809079387041766,4,2,20.99359545936001,3,0.4255829171931831,0.7
1773305463.164528,1,0.28,0.18724270249228944,4,1,20.870602905265734,3,0.3502017460142276,0.7
1773305463.2739196,5,0.66,0.470062125436091,3,2,19.794494678650437,4,0.3638455448999549,0.7
1773305463.367108,5,0.31,0.2575833419258022,5,2,37.2689108479207,1,0.512350726374535,0.7
1773305463.4950073,1,0.78,0.6218409617885966,4,1,29.569146208257674,4,0.3649936260190474,0.7
1773305463.5890365,5,0.37,0.23949480386569266,3,2,24.469717883795497,2,0.3713701365222636,0.7
1773305463.6936936,4,0.53,0.41170981727565514,4,1,37.190748934432904,1,0.3775168873796477,0.7
1773305463.8181944,2,0.66,0.5912081858043186,3,1,13.650541732936084,4,0.2780604660521073,0.7
1773305463.92564,3,0.29,0.1512764000445,4,1,15.083046631271214,1,0.3407626672519184,0.7
1773305464.0331817,5,0.78,0.6567247550373675,5,2,30.99066791633358,3,0.5022058517962211,0.7
1773305464.1469588,4,0.49,0.38730158441939017,4,1,31.507311031819484,3,0.36797432792314516,0.7
1773305464.241457,5,0.31,0.2130085570747523,3,2,24.776857298932768,2,0.37173122365805156,0.7
1773305464.3497655,3,0.2,0.014464912475601555,3,2,18.150286346430097,4,0.36108538513790994,0.7
1773305464.4578805,1,0.43,0.32092397060453476,4,1,28.913267669366085,3,0.363679621581223,0.7
1773305464.5943882,1,0.73,0.5705463463043667,4,2,30.55546095354935,1,0.44164330969754595,0.7
1773305464.7418578,5,0.24,0.13397225177686448,3,2,16.04829199226772,4,0.3572242781874503,0.7
1773305464.8357801,5,0.49,0.35576059591336356,5,1,39.68172781208244,3,0.44174029033852724,0.7
1773305464.9588764,3,0.44,0.35848839007981237,3,1,30.645766057686547,2,0.3064430790074517,0.7
1773305465.065634,5,0.8,0.6065228716759169,3,1,23.58936623907738,2,0.2951862574759207,0.7
1773305465.1590078,4,0.61,0.4182030173095312,5,2,19.90467154642203,3,0.4840375389994771,0.7
1773305465.266933,4,0.47,0.41945629540808194,5,2,14.785549646533257,2,0.4748700294148857,0.7
1773305465.359348,2,0.62,0.454272401847957,3,1,10.7628810205888,4,0.2736839092259989,0.7
1773305465.453836,1,0.72,0.5500692595090844,4,2,27.191228261289478,3,0.4360834021010249,0.7
1773305465.5861394,1,0.5,0.4259266889544091,3,1,26.180849233547573,2,0.2989680786222844,0.7
1773305465.6835515,2,0.78,0.6334113992483653,5,1,10.254154692183432,3,0.3927499065236881,0.7
1773305465.8080149,4,0.79,0.7218217326124017,4,2,30.576099016217206,2,0.4412669672302729,0.7
1773305465.9065363,1,0.32,0.24208350300100778,3,2,10.984219523032028,4,0.34865765677488214,0.7
1773305466.006031,5,0.74,0.6102000466327462,5,1,14.258796315497642,4,0.39934876031598204,0.7
1773305466.1200228,3,0.78,0.6622470480558418,5,1,31.597026043032965,1,0.4281915983554703,0.7
1773305466.219837,3,0.25,0.15510549847731803,3,2,37.25712855686229,3,0.39252223951828924,0.7
1773305466.3364613,3,0.33,0.2784430398074582,5,2,21.380797813343328,4,0.48586666934310535,0.7
1773305466.434916,2,0.8,0.6253988232697858,3,1,18.85009346240659,2,0.2872025277326303,0.7
1773305466.5446444,5,0.51,0.4440154080669553,5,1,36.787767886761216,2,0.436609877141634,0.7
1773305466.6561825,1,0.71,0.6423738569169575,3,1,26.93430158062789,3,0.3001948202782535,0.7
1773305466.797569,3,0.6,0.45078369582263944,3,1,27.075575784681696,1,0.3007974330099342,0.7
1773305466.926944,1,0.8,0.6242164719082264,3,2,10.601781967163042,1,0.34846066248835134,0.7
1773305467.0227768,1,0.5,0.33183744126734666,5,1,35.093477831223765,4,0.43424586123300324,0.7
1773305467.1307404,2,0.21,0.03152605768726083,3,2,24.073849519866688,2,0.37092621527351843,0.7
1773305467.2438266,1,0.35,0.23863196577429782,4,2,11.823391073142957,2,0.41020680794258724,0.7
1773305467.3505385,5,0.45,0.33868576757408575,5,2,32.20308972103798,3,0.5041727302476466,0.7
1773305467.4451418,4,0.24,0.11519166580820361,3,1,33.38821791259922,1,0.3112086673581951,0.7
1773305467.557636,3,0.56,0.3869032589955196,4,2,18.514965025119366,2,0.42163721037638574,0.7
1773305467.658385,4,0.67,0.5076900813799292,5,2,28.390812099123874,2,0.49804841479899675,0.7
1773305467.7592247,3,0.78,0.6816033485438894,3,1,28.80117335279074,2,0.30344474051953707,0.7
1773305467.8557844,4,0.46,0.3446802280069292,5,1,14.667635915811728,3,0.39996499883365505,0.7
1773305467.9926918,3,0.77,0.6702340816734793,4,1,26.30548815332213,4,0.3592914268880062,0.7
1773305468.1054251,4,0.37,0.27386312344958424,3,2,18.875881662394946,3,0.3618924187151351,0.7
1773305468.2013853,5,0.55,0.3818637353260969,3,2,18.003730909557305,1,0.3607628313736281,0.7
1773305468.2942133,4,0.36,0.27967701095483943,5,1,10.551441483434726,4,0.39294718925642774,0.7
1773305468.404282,1,0.43,0.34565836680568235,4,1,36.10930439507114,2,0.3755617113411597,0.7
1773305468.5076196,5,0.44,0.3271355257792373,3,1,22.07710117254846,4,0.29230305875490753,0.7
1773305468.603122,2,0.71,0.6401740293139729,3,2,30.10765091413973,3,0.38049363505832,0.7
1773305468.704353,5,0.51,0.3444537673545711,5,2,11.261858034909963,2,0.469514721438421,0.7
1773305468.7993724,1,0.22,0.1172254596712182,3,1,30.4892369528657,1,0.30627788035292236,0.7
1773305468.9231498,2,0.76,0.7057734597410044,5,1,39.46825897010936,3,0.4410244510480144,0.7
1773305469.07703,2,0.62,0.5009043898908907,3,2,11.583641325411197,3,0.3498419991211763,0.7
1773305469.19385,1,0.24,0.12512743645682553,5,1,34.655495377815264,2,0.4332760854989697,0.7
1773305469.2939925,3,0.66,0.490120957774857,4,2,23.505287910003066,2,0.4299399355400183,0.7
1773305469.3936958,2,0.32,0.18896634760638134,5,2,21.07380392721948,3,0.48571265798113705,0.7
1773305469.4892113,4,0.23,0.14390905748584826,5,2,22.000614750346852,2,0.4870551004918918,0.7
1773305469.587877,5,0.24,0.07770903440862742,4,1,23.106733420204524,4,0.3542415317121687,0.7
1773305469.6999023,2,0.36,0.18654514295922134,3,2,33.319303750143035,4,0.3863127197735885,0.7
1773305469.8172889,3,0.28,0.13134492744002157,4,1,18.85987668821469,3,0.34710207564021106,0.7
1773305469.9136953,5,0.46,0.34350465484189285,5,1,27.72691346489711,1,0.42173575149470666,0.7
1773305470.0078971,4,0.74,0.6732088056856648,4,1,28.8254542809745,3,0.36334298417603866,0.7
1773305470.1386297,3,0.69,0.5202329643983428,3,1,33.31512909864698,1,0.31128916682461905,0.7
1773305470.2558465,5,0.62,0.48879210127177647,4,1,29.19112290630308,3,0.36424230705478217,0.7
1773305470.3637557,4,0.23,0.04850781581861105,5,1,39.66447777784963,2,0.44192417779189896,0.7
1773305470.4605658,3,0.27,0.13408116107872287,3,2,34.560730145141406,3,0.3882128516837148,0.7
1773305470.556119,2,0.42,0.34976512065183474,4,2,20.83996864649673,4,0.4250493380345613,0.7
1773305470.6678257,4,0.54,0.36992553695245256,3,1,37.184354161445,1,0.3177392586861223,0.7
1773305470.7657452,4,0.58,0.5179366417981148,3,2,18.633953030864706,2,0.36133587349668295,0.7
1773305470.8591022,4,0.27,0.1796087916149508,5,2,34.534974591321216,2,0.5079650514232681,0.7
1773305470.9769115,4,0.21,0.03513777486995032,4,1,21.336767853849423,2,0.3513481597695009,0.7
1773305471.1119442,1,0.41,0.32426390084255063,4,1,31.371654312840917,2,0.36767190296761004,0.7
1773305471.2432873,1,0.25,0.09287267804000576,3,1,33.23030174715427,1,0.31109090919407706,0.7
1773305471.3392415,3,0.8,0.6637332961000361,3,1,36.59159065383572,4,0.3165991845906094,0.7
1773305471.4337788,1,0.24,0.13408782927161977,5,1,15.5580463814474,2,0.40140668207069,0.7
1773305471.5503457,1,0.63,0.5063485283575879,4,2,23.175417598080777,2,0.42918212761919217,0.7
1773305471.6468003,4,0.21,0.09978673268302388,3,1,19.691767538181026,2,0.2883155722665614,0.7
1773305471.7491155,1,0.75,0.5533309676875753,4,1,36.581527859020525,4,0.3768542237437735,0.7
1773305471.8628259,2,0.52,0.35993859388494387,3,2,11.85505295259953,4,0.35047869791518366,0.7
1773305471.9564922,4,0.65,0.5087899485627532,3,1,16.363381591017138,1,0.2829077478831628,0.7
1773305472.1016536,5,0.21,0.04746279648296134,5,1,27.93263202511893,2,0.42228580412435823,0.7
1773305472.1985729,5,0.64,0.5899655516326813,3,1,38.40614108239579,2,0.31923539015497926,0.7
1773305472.3122067,2,0.72,0.5849304447158687,5,1,27.990055997056867,1,0.4222579063272067,0.7
1773305472.4462388,3,0.33,0.20384739728836831,5,2,10.458604512425493,3,0.4679986942329115,0.7
1773305472.5808938,3,0.45,0.3123415025639543,5,1,31.87656641362573,2,0.4287470739278384,0.3
1773305472.7302847,1,0.39,0.2336015150379143,5,1,24.073142783797735,2,0.4158256978219923,0.3
1773305472.8716521,5,0.79,0.6451477799908121,4,2,20.910819238540387,2,0.42550320038760864,0.3
1773305473.012697,1,0.46,0.37533415169566586,5,1,26.047457236126064,2,0.41879342504424627,0.7
1773305473.1124709,1,0.58,0.5009639902941159,5,1,31.983619646717823,2,0.4286616947882062,0.3
1773305473.245997,2,0.37,0.3111790827358373,4,2,22.198130444968463,4,0.42726157820263616,0.7
1773305473.367703,3,0.73,0.6553769100642269,3,2,18.235021186379008,2,0.3607275058820093,0.7
1773305473.4789746,4,0.54,0.3988411108673973,5,2,33.758598883121934,2,0.5068995464729666,0.7
1773305473.578625,5,0.37,0.279351762634451,3,1,26.638699552747138,1,0.2998057496560569,0.7
1773305473.6753337,3,0.25,0.11243565128741428,5,2,22.527501909772397,4,0.4881648760854939,0.7
1773305473.7787666,1,0.55,0.4208061961845013,3,1,14.895470568193153,4,0.2804071563974917,0.7
1773305473.891552,5,0.53,0.391013636413222,4,2,31.54578831674971,3,0.44320175249739,0.7
1773305473.9930012,1,0.53,0.44363916712138735,4,2,35.31602818187349,2,0.4492486707177429,0.3
1773305474.105939,1,0.47,0.32471054636797236,4,2,32.51643098467727,2,0.44484785418247286,0.3
1773305474.2295954,4,0.23,0.16685679331341496,5,1,21.219111774113667,1,0.41064933072027904,0.7
1773305474.3485942,1,0.75,0.5718096317870835,4,1,15.622795709959476,4,0.34183984950689056,0.7
1773305474.4807327,2,0.53,0.44518728159106336,5,1,35.81578121612287,2,0.43507462592637836,0.7
1773305474.6186655,4,0.2,0.09286339358355643,5,2,36.07986512988128,2,0.5106152232786761,0.7
1773305474.7188928,3,0.29,0.17560534442374942,5,2,15.584286429629406,2,0.47648858666614213,0.7
1773305474.8162541,4,0.26,0.13058881107688391,3,2,32.74460231625919,2,0.38515668754391935,0.7
1773305474.9331372,4,0.22,0.12638588440596737,5,2,34.50085890765692,2,0.5079226950329346,0.7
1773305475.0308962,3,0.66,0.5396074883811219,4,2,22.307853986740746,3,0.42772152294685284,0.7
1773305475.1573145,5,0.62,0.46222346884850524,4,1,32.65271891843433,2,0.37013119258757227,0.3
1773305475.266442,2,0.42,0.23989331195270097,3,1,35.05739086107265,3,0.31423946486466725,0.7
1773305475.3634315,5,0.53,0.4531196034780886,4,1,38.297663110410085,2,0.3791754003016987,0.7
1773305475.512654,3,0.76,0.6641318280137254,4,1,23.075910228310466,2,0.3538912571544557,0.7
1773305475.6227355,5,0.4,0.2937475151157479,5,1,39.56361503210739,4,0.4414174945688248,0.7
1773305475.7540905,3,0.33,0.2217204161374781,5,1,18.404194471094456,1,0.4061609155792055,0.7
1773305475.8535678,1,0.38,0.29381007046596164,5,1,39.428000072630724,1,0.4411011881372877,0.7
1773305475.9668791,4,0.54,0.4550281740353409,4,2,15.829438419780576,1,0.4167647705831419,0.7
1773305476.0804718,4,0.64,0.498787849731093,3,2,16.364676824052573,2,0.35790991604963096,0.3
1773305476.1872737,2,0.28,0.18535477972424597,4,1,20.881422578096892,1,0.3502282744547357,0.7
1773305476.2861774,1,0.6,0.44164250315602516,5,2,16.165100690572373,2,0.47765444322008516,0.7
1773305476.4003325,1,0.42,0.2218989782701546,5,2,36.29544086061222,1,0.511383856032138,0.7
1773305476.5110688,5,0.67,0.5498589840421626,5,1,31.9931836269537,1,0.42886260728339975,0.7
1773305476.6292498,3,0.54,0.4653921619925162,5,2,10.22070457376149,2,0.46737024289396945,0.7
1773305476.731791,3,0.38,0.3109364111415016,4,1,11.115662227899367,2,0.33383688986302884,0.7
1773305476.8305078,4,0.52,0.3789641035450653,5,1,15.534444910276914,1,0.4015254030511754,0.7
1773305476.936341,2,0.47,0.29720416513893855,4,1,23.188897984929635,1,0.35442574456509085,0.7
1773305477.0621703,4,0.25,0.1034493614044466,4,1,17.186476131278592,3,0.3443036047591443,0.7
1773305477.178574,1,0.75,0.644601599494344,3,2,14.712057699178054,1,0.35499438896757224,0.7
1773305477.2855573,2,0.41,0.32618657881146434,3,2,17.173274004419284,4,0.35899928373604717,0.7
1773305477.380117,2,0.77,0.6212842142715058,4,1,31.252535525681278,1,0.367756780245247,0.7
1773305477.5017636,2,0.77,0.6817319452810395,5,2,28.37396490066761,2,0.497687147747348,0.3
1773305477.6061678,1,0.66,0.46235685757638584,3,2,13.52016054070411,4,0.35342299504207975,0.7
1773305477.7277503,3,0.71,0.5103447206506723,3,1,22.487810998097412,4,0.293378133753901,0.7
1773305477.8407059,3,0.71,0.5354311495058818,4,1,12.23144699727495,1,0.33617130482268176,0.7
1773305477.9359386,2,0.65,0.4896341975985592,5,2,27.862479455408273,2,0.49715911186982026,0.7
1773305478.0648038,5,0.59,0.5272776302036922,4,2,37.62550493532257,1,0.4529914255562877,0.7
1773305478.1625974,4,0.28,0.2201194888337768,4,1,39.85334457743633,4,0.3816917032626419,0.7
1773305478.2625177,4,0.22,0.1639252517455592,3,1,28.218127997379796,4,0.3022825496961113,0.7
